Header	Region	Host	Subtype	Country	HA_Segment_Id	New_Data	Clade	Clade_Group	Isolate_Name	CVV	Outbreak	Outliers	date
EPI1945577|A/common_eider/Norway/FU474_21VIR7634-5/2021|H5N8|2021-07-29	Europe	Wild Birds	H5N8	Norway	EPI1945577	NA	2.3.4.4b	2.3.4.4b	A/common_eider/Norway/FU474_21VIR7634-5/2021	NA	Panzootic	N	2021-07-29
EPI1946078|A/Gallus_gallus/Belgium/16070_003/2021|H5N1|2021-12-07	Europe	Domestic Birds	H5N1	Belgium	EPI1946078	NA	2.3.4.4b	2.3.4.4b	A/Gallus_gallus/Belgium/16070_003/2021	NA	Panzootic	N	2021-12-07
EPI1946086|A/Gallus_gallus/Belgium/15977/2021|H5N1|2021-12-06	Europe	Domestic Birds	H5N1	Belgium	EPI1946086	NA	2.3.4.4b	2.3.4.4b	A/Gallus_gallus/Belgium/15977/2021	NA	Panzootic	N	2021-12-06
EPI1946170|A/grey_heron/Croatia/132/2021|H5N1|2021-12-08	Europe	Wild Birds	H5N1	Croatia	EPI1946170	NA	2.3.4.4b	2.3.4.4b	A/grey_heron/Croatia/132/2021	NA	Panzootic	N	2021-12-08
EPI1946375|A/mute_swan/Netherlands/21039824-002/2021|H5N1|2021-11-25	Europe	Wild Birds	H5N1	Netherlands	EPI1946375	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Netherlands/21039824-002/2021	NA	Panzootic	N	2021-11-25
EPI1946407|A/western_jackdaw/Netherlands/21039297-002/2021|H5N1|2021-11-20	Europe	Wild Birds	H5N1	Netherlands	EPI1946407	NA	2.3.4.4b	2.3.4.4b	A/western_jackdaw/Netherlands/21039297-002/2021	NA	Panzootic	N	2021-11-20
EPI1946730|A/Hangzhou/01/2021|H5N6|2021-12-22	China	Human	H5N6	China	EPI1946730	NA	2.3.4.4b	2.3.4.4b	A/Hangzhou/01/2021	NA	Panzootic	N	2021-12-22
EPI1949190|A/Bar-headed_Goose/Tibet/XZ1131/2021|H5N1|2021-05-20	China	Wild Birds	H5N1	China	EPI1949190	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZ1131/2021	NA	Panzootic	N	2021-05-20
EPI1949198|A/Bar-headed_Goose/Tibet/XZ901/2021|H5N1|2021-05-20	China	Wild Birds	H5N1	China	EPI1949198	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZ901/2021	NA	Panzootic	N	2021-05-20
EPI1949206|A/Brown-headed_Gull/Tibet/XZ19/2021|H5N8|2021-05-17	China	Wild Birds	H5N8	China	EPI1949206	NA	2.3.4.4b	2.3.4.4b	A/Brown-headed_Gull/Tibet/XZ19/2021	NA	Panzootic	N	2021-05-17
EPI1949214|A/Bar-headed_Goose/Tibet/XZQ18-1/2021|H5N8|2021-05-17	China	Wild Birds	H5N8	China	EPI1949214	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ18-1/2021	NA	Panzootic	N	2021-05-17
EPI1949222|A/Bar-headed_Goose/Tibet/XZQ17-1/2021|H5N8|2021-05-17	China	Wild Birds	H5N8	China	EPI1949222	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ17-1/2021	NA	Panzootic	N	2021-05-17
EPI1949230|A/Brown-headed_Gull/Tibet/XZQ16-2/2021|H5N8|2021-05-17	China	Wild Birds	H5N8	China	EPI1949230	NA	2.3.4.4b	2.3.4.4b	A/Brown-headed_Gull/Tibet/XZQ16-2/2021	NA	Panzootic	N	2021-05-17
EPI1949238|A/Brown-headed_Gull/Tibet/XZQ15-2/2021|H5N8|2021-05-17	China	Wild Birds	H5N8	China	EPI1949238	NA	2.3.4.4b	2.3.4.4b	A/Brown-headed_Gull/Tibet/XZQ15-2/2021	NA	Panzootic	N	2021-05-17
EPI1949246|A/Bar-headed_Goose/Tibet/XZQ13-1/2021|H5N8|2021-05-17	China	Wild Birds	H5N8	China	EPI1949246	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ13-1/2021	NA	Panzootic	N	2021-05-17
EPI1949254|A/Bar-headed_Goose/Tibet/XZ181/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949254	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZ181/2021	NA	Panzootic	N	2021-05-15
EPI1949262|A/Bar-headed_Goose/Tibet/XZ81/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949262	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZ81/2021	NA	Panzootic	N	2021-05-15
EPI1949270|A/Bar-headed_Goose/Tibet/XZ71/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949270	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZ71/2021	NA	Panzootic	N	2021-05-15
EPI1949278|A/Bar-headed_Goose/Tibet/XZ6/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949278	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZ6/2021	NA	Panzootic	N	2021-05-15
EPI1949286|A/Bar-headed_Goose/Tibet/XZQ10-1/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949286	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ10-1/2021	NA	Panzootic	N	2021-05-15
EPI1949294|A/Bar-headed_Goose/Tibet/XZQ9-1/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949294	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ9-1/2021	NA	Panzootic	N	2021-05-15
EPI1949302|A/Bar-headed_Goose/Tibet/XZQ8-1/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949302	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ8-1/2021	NA	Panzootic	N	2021-05-15
EPI1949310|A/Bar-headed_Goose/Tibet/XZQ7/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949310	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ7/2021	NA	Panzootic	N	2021-05-15
EPI1949318|A/Bar-headed_Goose/Tibet/XZQ5-1/2021|H5N8|2021-05-15	China	Wild Birds	H5N8	China	EPI1949318	NA	2.3.4.4b	2.3.4.4b	A/Bar-headed_Goose/Tibet/XZQ5-1/2021	NA	Panzootic	N	2021-05-15
EPI1949326|A/Turkey/Sweden/SVA211212SZ0001/FB301013-IP-2/M-2021|H5N1|2021-12-12	Europe	Domestic Birds	H5N1	Sweden	EPI1949326	NA	2.3.4.4b	2.3.4.4b	A/Turkey/Sweden/SVA211212SZ0001/FB301013-IP-2/M-2021	NA	Panzootic	N	2021-12-12
EPI1949331|A/mute_swan/Croatia/144/2021|H5N1|2021-12-27	Europe	Wild Birds	H5N1	Croatia	EPI1949331	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Croatia/144/2021	NA	Panzootic	N	2021-12-27
EPI1949332|A/mute_swan/Croatia/145/2021|H5N1|2021-12-29	Europe	Wild Birds	H5N1	Croatia	EPI1949332	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Croatia/145/2021	NA	Panzootic	N	2021-12-29
EPI1949874|A/pelican/France/21P013720/2021|H5N1|2021-12-15	Europe	Wild Birds	H5N1	France	EPI1949874	NA	2.3.4.4b	2.3.4.4b	A/pelican/France/21P013720/2021	NA	Panzootic	N	2021-12-15
EPI1949882|A/egret/France/21P013418/2021|H5N1|2021-12-03	Europe	Wild Birds	H5N1	France	EPI1949882	NA	2.3.4.4b	2.3.4.4b	A/egret/France/21P013418/2021	NA	Panzootic	N	2021-12-03
EPI1949890|A/chicken/France/21P013076/2021|H5N1|2021-11-25	Europe	Domestic Birds	H5N1	France	EPI1949890	NA	2.3.4.4b	2.3.4.4b	A/chicken/France/21P013076/2021	NA	Panzootic	N	2021-11-25
EPI1949898|A/goose/France/21P013228/2021|H5N1|2021-11-25	Europe	Domestic Birds	H5N1	France	EPI1949898	NA	2.3.4.4b	2.3.4.4b	A/goose/France/21P013228/2021	NA	Panzootic	N	2021-11-25
EPI1950487|A/turkey/Lisbon/1/2021|H5N1|2021-12-05	Europe	Domestic Birds	H5N1	Portugal	EPI1950487	NA	2.3.4.4b	2.3.4.4b	A/turkey/Lisbon/1/2021	NA	Panzootic	N	2021-12-05
EPI1950865|A/mute_swan/Croatia/146/2021|H5N1|2021-12-29	Europe	Wild Birds	H5N1	Croatia	EPI1950865	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Croatia/146/2021	NA	Panzootic	N	2021-12-29
EPI1950879|A/Cygnus_olor/Romania/16381_21VIR10306/2021|H5N1|2021-11-11	Europe	Wild Birds	H5N1	Romania	EPI1950879	NA	2.3.4.4b	2.3.4.4b	A/Cygnus_olor/Romania/16381_21VIR10306/2021	NA	Panzootic	N	2021-11-11
EPI1950887|A/mute_swan/Romania/16790_21VIR11355/2021|H5N1|2021-11-26	Europe	Wild Birds	H5N1	Romania	EPI1950887	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Romania/16790_21VIR11355/2021	NA	Panzootic	N	2021-11-26
EPI1951293|A/goose/Czech_Republic/22608-1/2021|H5N1|2021-11-18	Europe	Domestic Birds	H5N1	Czech Republic	EPI1951293	NA	2.3.4.4b	2.3.4.4b	A/goose/Czech_Republic/22608-1/2021	NA	Panzootic	N	2021-11-18
EPI1951301|A/goose/Czech_Republic/22608-2/2021|H5N1|2021-11-18	Europe	Domestic Birds	H5N1	Czech Republic	EPI1951301	NA	2.3.4.4b	2.3.4.4b	A/goose/Czech_Republic/22608-2/2021	NA	Panzootic	N	2021-11-18
EPI1951309|A/chicken/Czech_Republic/23404/2021|H5N1|2021-11-25	Europe	Domestic Birds	H5N1	Czech Republic	EPI1951309	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/23404/2021	NA	Panzootic	N	2021-11-25
EPI1951317|A/grey_heron/Czech_Republic/23608/2021|H5N1|2021-11-28	Europe	Wild Birds	H5N1	Czech Republic	EPI1951317	NA	2.3.4.4b	2.3.4.4b	A/grey_heron/Czech_Republic/23608/2021	NA	Panzootic	N	2021-11-28
EPI1951325|A/grey_heron/Czech_Republic/23608-1K/2021|H5N1|2021-11-28	Europe	Wild Birds	H5N1	Czech Republic	EPI1951325	NA	2.3.4.4b	2.3.4.4b	A/grey_heron/Czech_Republic/23608-1K/2021	NA	Panzootic	N	2021-11-28
EPI1951333|A/great_egret/Czech_Republic/23609/2021|H5N1|2021-11-28	Europe	Wild Birds	H5N1	Czech Republic	EPI1951333	NA	2.3.4.4b	2.3.4.4b	A/great_egret/Czech_Republic/23609/2021	NA	Panzootic	N	2021-11-28
EPI1951383|A/Chicken/Hangzhou/E1149/2021|H5N6|2021-12-23	China	Domestic Birds	H5N6	China	EPI1951383	NA	2.3.4.4b	2.3.4.4b	A/Chicken/Hangzhou/E1149/2021	NA	Panzootic	N	2021-12-23
EPI1954257|A/gadwall/Croatia/108/2021|H5N1|2021-11-22	Europe	Wild Birds	H5N1	Croatia	EPI1954257	NA	2.3.4.4b	2.3.4.4b	A/gadwall/Croatia/108/2021	NA	Panzootic	N	2021-11-22
EPI1954370|A/wild_goose/Germany-NI/AI00626/2021|H5N8|2021-01-11	Europe	Wild Birds	H5N8	Germany	EPI1954370	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI00626/2021	NA	Panzootic	N	2021-01-11
EPI1954371|A/kestrel/Germany-NI/AI03672/2020|H5N8|2020-12-21	Europe	Wild Birds	H5N8	Germany	EPI1954371	NA	2.3.4.4b	2.3.4.4b	A/kestrel/Germany-NI/AI03672/2020	NA	Panzootic	N	2020-12-21
EPI1954372|A/wild_duck/Germany-NI/AI03479/2020|H5N8|2020-12-16	Europe	Wild Birds	H5N8	Germany	EPI1954372	NA	2.3.4.4b	2.3.4.4b	A/wild_duck/Germany-NI/AI03479/2020	NA	Panzootic	N	2020-12-16
EPI1954373|A/turkey/Germany-NI/AI00591/2021|H5N8|2021-01-14	Europe	Domestic Birds	H5N8	Germany	EPI1954373	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00591/2021	NA	Panzootic	N	2021-01-14
EPI1954374|A/turkey/Germany-NI/AI00616/2021|H5N8|2021-01-15	Europe	Domestic Birds	H5N8	Germany	EPI1954374	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00616/2021	NA	Panzootic	N	2021-01-15
EPI1954375|A/turkey/Germany-NI/AI00612/2021|H5N8|2021-01-15	Europe	Domestic Birds	H5N8	Germany	EPI1954375	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00612/2021	NA	Panzootic	N	2021-01-15
EPI1954376|A/turkey/Germany-NI/AI00621/2021|H5N8|2021-01-17	Europe	Domestic Birds	H5N8	Germany	EPI1954376	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00621/2021	NA	Panzootic	N	2021-01-17
EPI1954377|A/wild_goose/Germany-NI/AI00625/2021|H5N8|2021-01-12	Europe	Wild Birds	H5N8	Germany	EPI1954377	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI00625/2021	NA	Panzootic	N	2021-01-12
EPI1954378|A/turkey/Germany-NI/AI00647/2021|H5N8|2021-01-20	Europe	Domestic Birds	H5N8	Germany	EPI1954378	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00647/2021	NA	Panzootic	N	2021-01-20
EPI1954379|A/domestic_duck/Germany-NI/AI00646/2021|H5N8|2021-01-19	Europe	Domestic Birds	H5N8	Germany	EPI1954379	NA	2.3.4.4b	2.3.4.4b	A/domestic_duck/Germany-NI/AI00646/2021	NA	Panzootic	N	2021-01-19
EPI1954381|A/wild_goose/Germany-NI/AI00855/2021|H5N8|2021-01-20	Europe	Wild Birds	H5N8	Germany	EPI1954381	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI00855/2021	NA	Panzootic	N	2021-01-20
EPI1954382|A/mallard/Germany-MV/AI00639/2021|H5N8|2021-01-20	Europe	Wild Birds	H5N8	Germany	EPI1954382	NA	2.3.4.4b	2.3.4.4b	A/mallard/Germany-MV/AI00639/2021	NA	Panzootic	N	2021-01-20
EPI1954383|A/turkey/Germany-BB/AI01023/2021|H5N8|2021-01-30	Europe	Domestic Birds	H5N8	Germany	EPI1954383	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-BB/AI01023/2021	NA	Panzootic	N	2021-01-30
EPI1954384|A/turkey/Germany-MV/AI01015/2021|H5N8|2021-01-28	Europe	Domestic Birds	H5N8	Germany	EPI1954384	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-MV/AI01015/2021	NA	Panzootic	N	2021-01-28
EPI1954385|A/turkey/Germany-MV/AI00909/2021|H5N8|2021-01-26	Europe	Domestic Birds	H5N8	Germany	EPI1954385	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-MV/AI00909/2021	NA	Panzootic	N	2021-01-26
EPI1954387|A/turkey/Germany-BB/AI00868/2021|H5N8|2021-01-22	Europe	Domestic Birds	H5N8	Germany	EPI1954387	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-BB/AI00868/2021	NA	Panzootic	N	2021-01-22
EPI1954388|A/turkey/Germany-NI/AI00589/2021|H5N8|2021-01-12	Europe	Domestic Birds	H5N8	Germany	EPI1954388	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00589/2021	NA	Panzootic	N	2021-01-12
EPI1954389|A/chicken/Germany-NI/AI00547/2021|H5N8|2021-01-12	Europe	Domestic Birds	H5N8	Germany	EPI1954389	NA	2.3.4.4b	2.3.4.4b	A/chicken/Germany-NI/AI00547/2021	NA	Panzootic	N	2021-01-12
EPI1954390|A/chicken/Germany-MV/AI00539/2021|H5N8|2021-01-12	Europe	Domestic Birds	H5N8	Germany	EPI1954390	NA	2.3.4.4b	2.3.4.4b	A/chicken/Germany-MV/AI00539/2021	NA	Panzootic	N	2021-01-12
EPI1954393|A/wild_goose/Germany-NI/AI03473/2020|H5N8|2020-12-17	Europe	Wild Birds	H5N8	Germany	EPI1954393	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI03473/2020	NA	Panzootic	N	2020-12-17
EPI1954394|A/wild_goose/Germany-NI/AI03220/2020|H5N8|2020-12-10	Europe	Wild Birds	H5N8	Germany	EPI1954394	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI03220/2020	NA	Panzootic	N	2020-12-10
EPI1954395|A/turkey/Germany-NI/AI00439/2021|H5N8|2021-01-11	Europe	Domestic Birds	H5N8	Germany	EPI1954395	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00439/2021	NA	Panzootic	N	2021-01-11
EPI1954396|A/turkey/Germany-NI/AI00429/2021|H5N8|2021-01-08	Europe	Domestic Birds	H5N8	Germany	EPI1954396	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00429/2021	NA	Panzootic	N	2021-01-08
EPI1954397|A/turkey/Germany-NI/AI00406/2021|H5N8|2021-01-06	Europe	Domestic Birds	H5N8	Germany	EPI1954397	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00406/2021	NA	Panzootic	N	2021-01-06
EPI1954398|A/turkey/Germany-NI/AI00402/2021|H5N8|2021-01-06	Europe	Domestic Birds	H5N8	Germany	EPI1954398	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00402/2021	NA	Panzootic	N	2021-01-06
EPI1954399|A/domestic_duck/Germany-NI/AI00079/2021|H5N8|2021-01-04	Europe	Domestic Birds	H5N8	Germany	EPI1954399	NA	2.3.4.4b	2.3.4.4b	A/domestic_duck/Germany-NI/AI00079/2021	NA	Panzootic	N	2021-01-04
EPI1954400|A/turkey/Germany-NI/AI00072/2021|H5N8|2021-01-04	Europe	Domestic Birds	H5N8	Germany	EPI1954400	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00072/2021	NA	Panzootic	N	2021-01-04
EPI1954401|A/turkey/Germany-NI/AI00063/2021|H5N8|2021-01-04	Europe	Domestic Birds	H5N8	Germany	EPI1954401	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00063/2021	NA	Panzootic	N	2021-01-04
EPI1954402|A/turkey/Germany-NI/AI03432/2020|H5N8|2020-12-20	Europe	Domestic Birds	H5N8	Germany	EPI1954402	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03432/2020	NA	Panzootic	N	2020-12-20
EPI1954403|A/turkey/Germany-NI/AI03654/2020|H5N8|2020-12-29	Europe	Domestic Birds	H5N8	Germany	EPI1954403	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03654/2020	NA	Panzootic	N	2020-12-29
EPI1954404|A/turkey/Germany-NI/AI03452/2020|H5N8|2020-12-21	Europe	Domestic Birds	H5N8	Germany	EPI1954404	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03452/2020	NA	Panzootic	N	2020-12-21
EPI1954405|A/turkey/Germany-NI/AI00042/2021|H5N8|2021-01-02	Europe	Domestic Birds	H5N8	Germany	EPI1954405	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00042/2021	NA	Panzootic	N	2021-01-02
EPI1954406|A/turkey/Germany-NI/AI00038/2021|H5N8|2021-01-02	Europe	Domestic Birds	H5N8	Germany	EPI1954406	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00038/2021	NA	Panzootic	N	2021-01-02
EPI1954407|A/turkey/Germany-NI/AI00016/2021|H5N8|2020-12-31	Europe	Domestic Birds	H5N8	Germany	EPI1954407	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI00016/2021	NA	Panzootic	N	2020-12-31
EPI1954408|A/turkey/Germany-NI/AI03609/2020|H5N8|2020-12-26	Europe	Domestic Birds	H5N8	Germany	EPI1954408	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03609/2020	NA	Panzootic	N	2020-12-26
EPI1954409|A/turkey/Germany-NI/AI03606/2020|H5N8|2020-12-26	Europe	Domestic Birds	H5N8	Germany	EPI1954409	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03606/2020	NA	Panzootic	N	2020-12-26
EPI1954410|A/turkey/Germany-NI/AI03599/2020|H5N8|2020-12-26	Europe	Domestic Birds	H5N8	Germany	EPI1954410	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03599/2020	NA	Panzootic	N	2020-12-26
EPI1954411|A/turkey/Germany-NI/AI03594/2020|H5N8|2020-12-25	Europe	Domestic Birds	H5N8	Germany	EPI1954411	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03594/2020	NA	Panzootic	N	2020-12-25
EPI1954412|A/turkey/Germany-NI/AI03584/2020|H5N8|2020-12-23	Europe	Domestic Birds	H5N8	Germany	EPI1954412	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03584/2020	NA	Panzootic	N	2020-12-23
EPI1954413|A/turkey/Germany-NI/AI03453/2020|H5N8|2020-12-21	Europe	Domestic Birds	H5N8	Germany	EPI1954413	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI03453/2020	NA	Panzootic	N	2020-12-21
EPI1954414|A/barnacle_goose/Germany-SH/AI02379/2020|H5N8|2020-11-06	Europe	Wild Birds	H5N8	Germany	EPI1954414	NA	2.3.4.4b	2.3.4.4b	A/barnacle_goose/Germany-SH/AI02379/2020	NA	Panzootic	N	2020-11-06
EPI1954416|A/herring_gull/Germany-MV/AI02300/2020|H5N8|2020-11-02	Europe	Wild Birds	H5N8	Germany	EPI1954416	NA	2.3.4.4b	2.3.4.4b	A/herring_gull/Germany-MV/AI02300/2020	NA	Panzootic	N	2020-11-02
EPI1954419|A/Eurasian_oystercatcher/Germany-SH/AI02269/2020|H5N8|2020-11-06	Europe	Wild Birds	H5N8	Germany	EPI1954419	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_oystercatcher/Germany-SH/AI02269/2020	NA	Panzootic	N	2020-11-06
EPI1954420|A/domestic_goose/Germany-SH/AI02884/2020|H5N8|2020-11-18	Europe	Domestic Birds	H5N8	Germany	EPI1954420	NA	2.3.4.4b	2.3.4.4b	A/domestic_goose/Germany-SH/AI02884/2020	NA	Panzootic	N	2020-11-18
EPI1954421|A/chicken/Germany-MV/AI02431/2020|H5N5|2020-11-09	Europe	Domestic Birds	H5N5	Germany	EPI1954421	NA	2.3.4.4b	2.3.4.4b	A/chicken/Germany-MV/AI02431/2020	NA	Panzootic	N	2020-11-09
EPI1954424|A/greylag_goose/Germany-SH/AI02207/2020|H5N8|2020-11-03	Europe	Wild Birds	H5N8	Germany	EPI1954424	NA	2.3.4.4b	2.3.4.4b	A/greylag_goose/Germany-SH/AI02207/2020	NA	Panzootic	N	2020-11-03
EPI1954426|A/barnacle_goose/Germany-SH/AI02199/2020|H5N8|2020-11-03	Europe	Wild Birds	H5N8	Germany	EPI1954426	NA	2.3.4.4b	2.3.4.4b	A/barnacle_goose/Germany-SH/AI02199/2020	NA	Panzootic	N	2020-11-03
EPI1954432|A/red_knot/Germany-NI/AI00394/2020|H5N3|2020-12-30	Europe	Wild Birds	H5N3	Germany	EPI1954432	NA	2.3.4.4b	2.3.4.4b	A/red_knot/Germany-NI/AI00394/2020	NA	Panzootic	N	2020-12-30
EPI1954433|A/turkey/Germany-NI/AI02122/2021|H5N8|2021-03-04	Europe	Domestic Birds	H5N8	Germany	EPI1954433	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-NI/AI02122/2021	NA	Panzootic	N	2021-03-04
EPI1956833|A/mute_swan/Croatia/6/2022|H5N1|2022-01-06	Europe	Wild Birds	H5N1	Croatia	EPI1956833	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Croatia/6/2022	NA	Panzootic	N	2022-01-06
EPI1956834|A/chicken/Croatia/7/2022|H5N1|2022-01-10	Europe	Domestic Birds	H5N1	Croatia	EPI1956834	NA	2.3.4.4b	2.3.4.4b	A/chicken/Croatia/7/2022	NA	Panzootic	N	2022-01-10
EPI1957757|A/turkey/Tyumen/15-1V/2021|H5N1|2021-09-21	West Asia	Domestic Birds	H5N1	Russia	EPI1957757	NA	2.3.4.4b	2.3.4.4b	A/turkey/Tyumen/15-1V/2021	NA	Panzootic	N	2021-09-21
EPI1957765|A/turkey/Tyumen/15-2V/2021|H5N1|2021-09-21	West Asia	Domestic Birds	H5N1	Russia	EPI1957765	NA	2.3.4.4b	2.3.4.4b	A/turkey/Tyumen/15-2V/2021	NA	Panzootic	N	2021-09-21
EPI1957773|A/turkey/Tyumen/15-3V/2021|H5N1|2021-09-21	West Asia	Domestic Birds	H5N1	Russia	EPI1957773	NA	2.3.4.4b	2.3.4.4b	A/turkey/Tyumen/15-3V/2021	NA	Panzootic	N	2021-09-21
EPI1957781|A/turkey/Tyumen/15-4V/2021|H5N1|2021-09-21	West Asia	Domestic Birds	H5N1	Russia	EPI1957781	NA	2.3.4.4b	2.3.4.4b	A/turkey/Tyumen/15-4V/2021	NA	Panzootic	N	2021-09-21
EPI1957789|A/turkey/Tyumen/15-6V/2021|H5N1|2021-09-21	West Asia	Domestic Birds	H5N1	Russia	EPI1957789	NA	2.3.4.4b	2.3.4.4b	A/turkey/Tyumen/15-6V/2021	NA	Panzootic	N	2021-09-21
EPI1957797|A/turkey/Tyumen/15-9V/2021|H5N1|2021-09-21	West Asia	Domestic Birds	H5N1	Russia	EPI1957797	NA	2.3.4.4b	2.3.4.4b	A/turkey/Tyumen/15-9V/2021	NA	Panzootic	N	2021-09-21
EPI1957806|A/turkey/Tyumen/15-14V/2021|H5N1|2021-09-21	West Asia	Domestic Birds	H5N1	Russia	EPI1957806	NA	2.3.4.4b	2.3.4.4b	A/turkey/Tyumen/15-14V/2021	NA	Panzootic	N	2021-09-21
EPI1957814|A/duck/Omsk/19-1V/2021|H5N1|2021-09-24	West Asia	Domestic Birds	H5N1	Russia	EPI1957814	NA	2.3.4.4b	2.3.4.4b	A/duck/Omsk/19-1V/2021	NA	Panzootic	N	2021-09-24
EPI1957822|A/duck/Omsk/19-2V/2021|H5N1|2021-09-24	West Asia	Domestic Birds	H5N1	Russia	EPI1957822	NA	2.3.4.4b	2.3.4.4b	A/duck/Omsk/19-2V/2021	NA	Panzootic	N	2021-09-24
EPI1957830|A/duck/Omsk/19-3V/2021|H5N1|2021-09-24	West Asia	Domestic Birds	H5N1	Russia	EPI1957830	NA	2.3.4.4b	2.3.4.4b	A/duck/Omsk/19-3V/2021	NA	Panzootic	N	2021-09-24
EPI1957839|A/duck/Omsk/19-5V/2021|H5N1|2021-09-24	West Asia	Domestic Birds	H5N1	Russia	EPI1957839	NA	2.3.4.4b	2.3.4.4b	A/duck/Omsk/19-5V/2021	NA	Panzootic	N	2021-09-24
EPI1957872|A/goose/Rostov-on-Don/28-1V/2021|H5N1|2021-10-10	West Asia	Domestic Birds	H5N1	Russia	EPI1957872	NA	2.3.4.4b	2.3.4.4b	A/goose/Rostov-on-Don/28-1V/2021	NA	Panzootic	N	2021-10-10
EPI1957880|A/duck/Saratov/29-2V/2021|H5N1|2021-09-30	West Asia	Domestic Birds	H5N1	Russia	EPI1957880	NA	2.3.4.4b	2.3.4.4b	A/duck/Saratov/29-2V/2021	NA	Panzootic	N	2021-09-30
